Install_Dates,source_type,Country,installs
2020-05-04,Organic,LU,1.0
2020-04-03,Organic,IL,9.0
2020-05-02,Organic,RW,1.0
2020-03-27,Organic,CU,4.0
2020-05-13,Paid,MQ,1.0
2020-03-20,Organic,LT,8.0
2020-03-20,Paid,JP,1.0
2020-03-24,Paid,KW,8.0
2020-04-29,Organic,GB,24.0
2020-05-09,Paid,PL,6.0
2020-04-14,Paid,US,86.0
2020-05-03,Paid,LY,15.0
2020-04-06,Organic,GE,13.0
2020-03-19,Paid,HU,2.0
2020-04-11,Paid,UG,1.0
2020-05-02,Organic,SY,15.0
2020-03-22,Paid,GR,2.0
2020-04-08,Paid,BE,15.0
2020-05-08,Paid,PL,116.0
2020-04-17,Paid,US,39.0
2020-04-16,Paid,NO,4.0
2020-04-24,Organic,KG,8.0
2020-03-22,Organic,BE,13.0
2020-03-25,Organic,MD,15.0
2020-04-13,Paid,UK,29.0
2020-05-10,Paid,LA,4.0
2020-04-26,Organic,SA,11.0
2020-05-15,Organic,ME,5.0
2020-05-06,Organic,BD,25.0
2020-04-12,Paid,LV,1.0
2020-04-20,Organic,SG,3.0
2020-04-10,Paid,UK,34.0
2020-04-28,Organic,PE,4.0
2020-05-14,Organic,AF,16.0
2020-03-20,Paid,GE,1.0
2020-04-15,Organic,PH,60.0
2020-04-09,Paid,JP,25.0
2020-03-25,Organic,NL,14.0
2020-03-22,Organic,AM,21.0
2020-05-17,Paid,DE,60.0
2020-03-25,Paid,TR,1.0
2020-04-02,Paid,MY,1.0
2020-04-02,Paid,UA,330.0
2020-04-08,Organic,KR,20.0
2020-05-01,Paid,NZ,3.0
2020-04-03,Paid,AU,23.0
2020-04-23,Paid,FR,426.0
2020-05-14,Organic,BN,1.0
2020-04-27,Paid,BY,51.0
2020-04-18,Organic,SK,16.0
2020-05-16,Paid,DE,73.0
2020-05-13,Paid,CL,15.0
2020-04-07,Paid,IT,16.0
2020-04-29,Paid,RO,2.0
2020-03-30,Paid,DK,2.0
2020-04-22,Paid,AT,4.0
2020-04-17,Paid,IR,2.0
2020-03-30,Organic,BO,3.0
2020-04-05,Paid,UA,170.0
2020-05-18,Paid,LK,12.0
2020-05-03,Paid,SK,1.0
2020-05-17,Organic,AR,22.0
2020-04-16,Organic,DK,12.0
2020-05-02,Paid,JO,5.0
2020-05-07,Organic,AT,8.0
2020-03-29,Paid,PH,12.0
2020-04-11,Paid,NL,1.0
2020-04-20,Paid,FJ,1.0
2020-05-06,Organic,MW,2.0
2020-04-01,Paid,RU,1.0
2020-05-10,Paid,CR,1.0
2020-04-04,Paid,IL,14.0
2020-03-22,Paid,KR,46.0
2020-03-21,Paid,RS,1.0
2020-04-03,Paid,CH,3.0
2020-04-06,Paid,TW,1.0
2020-04-09,Paid,GE,39.0
2020-05-16,Paid,BZ,2.0
2020-03-27,Paid,IQ,3.0
2020-05-06,Organic,LY,8.0
2020-04-17,Paid,OM,1.0
2020-04-09,Paid,TW,2.0
2020-04-16,Paid,CA,6.0
2020-04-23,Paid,KG,9.0
2020-03-23,Paid,PY,1.0
2020-03-29,Paid,RU,16.0
2020-03-20,Organic,CG,1.0
2020-05-03,Paid,BD,36.0
2020-03-30,Organic,CA,20.0
2020-05-09,Paid,FI,28.0
2020-04-19,Paid,SG,1.0
2020-03-23,Paid,RS,4.0
2020-03-26,Paid,MD,40.0
2020-05-07,Organic,LA,4.0
2020-03-22,Paid,PH,2.0
2020-04-20,Organic,QA,3.0
2020-05-03,Paid,IN,1.0
2020-03-30,Paid,RU,1401.0
2020-05-08,Paid,FI,1.0
2020-03-19,Paid,UZ,105.0
2020-04-27,Paid,PE,2.0
2020-05-09,Organic,MY,9.0
2020-03-29,Organic,YE,2.0
2020-05-03,Paid,KR,11.0
2020-05-10,Organic,VE,7.0
2020-05-11,Paid,CZ,1.0
2020-03-19,Organic,MX,124.0
2020-03-28,Organic,BY,100.0
2020-03-21,Paid,SK,11.0
2020-03-25,Paid,KZ,1.0
2020-05-16,Organic,VC,1.0
2020-05-02,Paid,NL,2.0
2020-05-08,Paid,SE,5.0
2020-05-08,Organic,UA,361.0
2020-03-27,Organic,NZ,5.0
2020-05-06,Paid,KR,12.0
2020-04-01,Organic,ZA,8.0
2020-04-18,Organic,PY,1.0
2020-05-04,Organic,AZ,18.0
2020-04-30,Paid,NL,15.0
2020-04-13,Organic,DE,120.0
2020-04-03,Paid,BG,1.0
2020-04-23,Organic,SE,6.0
2020-05-11,Paid,DK,1.0
2020-05-07,Organic,BF,1.0
2020-04-08,Paid,DE,1.0
2020-04-23,Paid,UA,69.0
2020-04-16,Organic,GY,1.0
2020-05-04,Organic,MA,7.0
2020-04-04,Paid,AT,6.0
2020-03-27,Organic,BA,4.0
2020-04-25,Paid,AU,1.0
2020-03-27,Paid,DE,153.0
2020-04-02,Organic,SD,4.0
2020-05-05,Organic,UY,1.0
2020-04-21,Organic,DZ,11.0
2020-05-14,Paid,DK,2.0
2020-04-03,Paid,AT,6.0
2020-03-25,Organic,AE,3.0
2020-04-10,Organic,PF,1.0
2020-04-10,Paid,DE,2.0
2020-04-22,Paid,AU,9.0
2020-04-25,Organic,PA,1.0
2020-04-11,Organic,KZ,57.0
2020-04-05,Paid,PL,152.0
2020-04-14,Organic,ES,19.0
2020-04-23,Paid,RU,38.0
2020-04-05,Paid,LV,2.0
2020-05-12,Paid,US,144.0
2020-05-11,Paid,RU,827.0
2020-05-05,Paid,NI,5.0
2020-05-05,Organic,TW,22.0
2020-04-30,Paid,PK,90.0
2020-03-19,Paid,FI,2.0
2020-04-12,Paid,HR,3.0
2020-03-27,Organic,CO,8.0
2020-05-13,Paid,MK,8.0
2020-05-03,Paid,MM,11.0
2020-05-01,Organic,IQ,62.0
2020-05-01,Paid,SO,1.0
2020-04-28,Paid,GT,2.0
2020-05-07,Organic,CH,5.0
2020-05-17,Organic,CN,98.0
2020-05-17,Paid,UK,65.0
2020-03-26,Organic,TH,40.0
2020-04-22,Paid,CH,1.0
2020-03-28,Paid,ES,5.0
2020-04-06,Paid,IN,3.0
2020-03-19,Organic,LV,12.0
2020-05-05,Paid,BR,2.0
2020-04-26,Organic,RU,1264.0
2020-04-08,Organic,IN,67.0
2020-04-20,Paid,TW,3.0
2020-04-08,Paid,IN,3.0
2020-04-05,Organic,FI,8.0
2020-04-20,Organic,RS,6.0
2020-05-04,Paid,PT,1.0
2020-05-02,Organic,TH,32.0
2020-04-23,Organic,TN,4.0
2020-05-14,Paid,PR,1.0
2020-04-13,Paid,UK,166.0
2020-03-30,Paid,NP,1.0
2020-03-30,Organic,JM,1.0
2020-05-03,Paid,KH,4.0
2020-04-09,Paid,BR,16.0
2020-04-24,Organic,LV,2.0
2020-05-04,Paid,IN,1.0
2020-04-27,Paid,ES,47.0
2020-04-30,Paid,VN,313.0
2020-05-12,Paid,SV,2.0
2020-03-23,Organic,RS,17.0
2020-03-30,Paid,CA,8.0
2020-05-09,Organic,FI,10.0
2020-04-25,Paid,MT,1.0
2020-03-23,Paid,TW,24.0
2020-05-06,Organic,IN,75.0
2020-03-29,Organic,RU,1416.0
2020-04-14,Paid,US,348.0
2020-05-12,Organic,ES,11.0
2020-04-25,Paid,AO,2.0
2020-05-09,Paid,PL,76.0
2020-04-24,Paid,FI,5.0
2020-05-08,Paid,FI,1.0
2020-04-09,Organic,TW,25.0
2020-04-21,Paid,IN,5.0
2020-03-22,Organic,ET,2.0
2020-04-15,Paid,RU,431.0
2020-03-27,Organic,IQ,59.0
2020-04-07,Paid,MM,1.0
2020-04-17,Paid,MK,6.0
2020-05-01,Organic,CO,6.0
2020-05-18,Paid,HR,5.0
2020-04-13,Organic,CN,74.0
2020-05-17,Paid,SN,5.0
2020-04-03,Organic,CH,8.0
2020-04-18,Paid,ML,2.0
2020-05-17,Paid,NZ,3.0
2020-04-06,Organic,MA,6.0
2020-05-14,Organic,GY,1.0
2020-04-18,Paid,LB,39.0
2020-04-15,Paid,DK,9.0
2020-04-22,Organic,BG,11.0
2020-05-08,Organic,SD,5.0
2020-05-01,Paid,DE,85.0
2020-05-01,Organic,BA,5.0
2020-04-30,Organic,AE,1.0
2020-05-07,Paid,AT,2.0
2020-04-16,Paid,DK,5.0
2020-03-22,Organic,DZ,14.0
2020-04-09,Organic,UY,1.0
2020-05-15,Organic,KZ,55.0
2020-05-12,Paid,BY,2.0
2020-03-18,Organic,PA,7.0
2020-04-08,Organic,NE,1.0
2020-04-07,Paid,KR,16.0
2020-04-26,Organic,YE,1.0
2020-04-05,Organic,MY,15.0
2020-05-15,Organic,GA,1.0
2020-03-26,Paid,NL,13.0
2020-04-10,Organic,VC,2.0
2020-04-18,Paid,SK,43.0
2020-04-27,Organic,BY,178.0
2020-04-24,Organic,MX,29.0
2020-04-15,Paid,CZ,262.0
2020-04-23,Paid,UZ,2.0
2020-04-04,Organic,VE,6.0
2020-05-18,Paid,EG,101.0
2020-04-08,Paid,KR,44.0
2020-05-01,Organic,NZ,5.0
2020-04-02,Organic,UA,346.0
2020-03-20,Organic,KE,3.0
2020-04-02,Paid,SE,4.0
2020-05-17,Organic,DE,110.0
2020-04-06,Organic,AZ,31.0
2020-04-28,Organic,ZA,4.0
2020-04-20,Paid,RS,1.0
2020-04-05,Paid,FI,8.0
2020-04-07,Paid,BD,2.0
2020-04-29,Organic,CA,24.0
2020-04-19,Organic,CG,3.0
2020-04-17,Paid,BB,1.0
2020-04-26,Paid,RU,9.0
2020-03-25,Paid,TH,45.0
2020-04-03,Organic,LA,3.0
2020-04-18,Paid,IN,1.0
2020-04-29,Paid,RU,2340.0
2020-03-26,Paid,TH,1.0
2020-04-24,Paid,UZ,225.0
2020-05-05,Paid,GE,188.0
2020-04-30,Organic,CY,3.0
2020-04-09,Paid,QA,2.0
2020-05-04,Paid,TW,6.0
2020-05-07,Paid,CH,6.0
2020-04-08,Organic,LY,3.0
2020-03-27,Paid,CO,11.0
2020-05-04,Organic,EC,2.0
2020-03-25,Paid,NZ,24.0
2020-05-14,Paid,CA,2.0
2020-05-05,Paid,TW,4.0
2020-04-17,Organic,TG,1.0
2020-04-14,Paid,ES,1.0
2020-04-11,Paid,KZ,54.0
2020-04-19,Paid,TL,1.0
2020-04-29,Paid,TJ,1.0
2020-04-22,Organic,AU,12.0
2020-03-25,Paid,AE,1.0
2020-04-03,Organic,AT,4.0
2020-05-14,Organic,DK,10.0
2020-04-13,Organic,AR,18.0
2020-04-17,Paid,US,1.0
2020-04-28,Paid,HR,1.0
2020-05-09,Organic,HN,1.0
2020-05-15,Paid,NL,4.0
2020-04-26,Paid,PH,3.0
2020-03-26,Paid,AE,20.0
2020-04-09,Paid,LU,1.0
2020-04-07,Paid,HU,1.0
2020-03-22,Organic,GH,1.0
2020-04-21,Paid,KR,1.0
2020-04-23,Paid,SE,7.0
2020-04-30,Paid,TR,72.0
2020-04-13,Paid,DE,45.0
2020-04-21,Organic,AM,11.0
2020-04-30,Organic,NL,25.0
2020-05-11,Organic,PH,39.0
2020-05-06,Organic,KR,19.0
2020-05-08,Paid,UA,423.0
2020-04-26,Organic,ZW,1.0
2020-04-08,Organic,AL,1.0
2020-03-21,Organic,SK,11.0
2020-04-10,Paid,DE,13.0
2020-03-28,Paid,BY,31.0
2020-03-19,Paid,MX,10.0
2020-04-06,Organic,BH,1.0
2020-05-07,Organic,GQ,2.0
2020-04-29,Organic,BO,1.0
2020-04-22,Organic,MN,11.0
2020-05-09,Paid,UA,257.0
2020-05-13,Paid,IR,4.0
2020-04-29,Paid,DK,4.0
2020-03-30,Paid,RO,1.0
2020-05-03,Paid,IT,211.0
2020-04-17,Paid,CL,32.0
2020-04-30,Organic,MD,5.0
2020-04-21,Organic,BE,11.0
2020-05-17,Paid,UK,43.0
2020-03-23,Organic,SG,9.0
2020-04-08,Organic,BD,7.0
2020-04-11,Organic,ME,2.0
2020-04-02,Paid,UA,1.0
2020-04-20,Paid,CG,11.0
2020-04-29,Paid,HK,1.0
2020-03-29,Organic,SA,14.0
2020-04-16,Organic,AF,3.0
2020-04-01,Organic,PE,4.0
2020-04-23,Organic,UZ,52.0
2020-04-19,Paid,GE,1.0
2020-03-20,Organic,GD,1.0
2020-04-07,Paid,LY,3.0
2020-05-12,Paid,US,2.0
2020-04-11,Paid,HR,25.0
2020-04-05,Paid,PL,1.0
2020-04-21,Paid,GR,1.0
2020-03-26,Organic,SY,15.0
2020-05-04,Organic,GE,41.0
2020-05-03,Paid,MM,1.0
2020-05-13,Paid,US,67.0
2020-04-02,Paid,PL,4.0
2020-04-11,Paid,MY,1.0
2020-05-06,Paid,BE,7.0
2020-03-19,Organic,KG,34.0
2020-05-14,Paid,NO,1.0
2020-04-15,Paid,SA,1.0
2020-04-04,Paid,AT,34.0
2020-04-15,Paid,RO,6.0
2020-03-25,Organic,JO,3.0
2020-04-21,Paid,IT,8.0
2020-04-05,Paid,FR,18.0
2020-04-26,Organic,TJ,3.0
2020-04-25,Paid,AU,47.0
2020-05-07,Paid,SR,3.0
2020-05-07,Organic,IL,17.0
2020-04-06,Organic,LU,1.0
2020-04-18,Paid,MV,1.0
2020-05-08,Paid,HN,3.0
2020-04-19,Paid,JP,9.0
2020-04-19,Organic,LT,5.0
2020-05-01,Organic,CU,1.0
2020-05-02,Organic,TR,36.0
2020-05-04,Organic,JP,30.0
2020-05-02,Paid,NL,2.0
2020-04-18,Paid,AM,49.0
2020-05-14,Paid,PH,29.0
2020-04-23,Organic,TT,1.0
2020-05-12,Organic,IR,23.0
2020-04-11,Organic,LK,1.0
2020-04-26,Paid,BO,1.0
2020-03-29,Organic,RO,10.0
2020-04-14,Organic,CL,30.0
2020-05-06,Organic,IT,44.0
2020-04-29,Paid,IE,15.0
2020-05-04,Paid,IT,1.0
2020-03-22,Paid,SK,111.0
2020-04-27,Organic,CM,2.0
2020-03-19,Organic,FR,101.0
2020-03-29,Organic,PS,6.0
2020-05-06,Organic,KH,6.0
2020-04-13,Paid,EG,1.0
2020-04-05,Paid,HU,18.0
2020-04-25,Paid,RO,1.0
2020-05-05,Organic,PT,10.0
2020-04-10,Organic,UK,32.0
2020-04-30,Paid,HR,3.0
2020-04-24,Paid,TN,5.0
2020-04-24,Organic,NP,5.0
2020-03-20,Paid,RS,1.0
2020-04-20,Paid,SG,1.0
2020-03-30,Paid,NO,1.0
2020-05-13,Organic,SV,1.0
2020-04-22,Organic,MT,2.0
2020-05-03,Paid,IN,9.0
2020-03-30,Organic,HK,7.0
2020-04-26,Paid,SA,1.0
2020-03-30,Paid,RU,3456.0
2020-04-06,Organic,BR,42.0
2020-04-01,Paid,US,22.0
2020-05-02,Organic,VN,69.0
2020-04-16,Organic,BT,2.0
2020-04-23,Paid,PL,69.0
2020-03-22,Paid,BE,1.0
2020-04-16,Organic,NO,6.0
2020-04-30,Paid,SY,1.0
2020-04-06,Paid,TW,93.0
2020-03-26,Organic,PK,10.0
2020-04-09,Paid,GE,2.0
2020-04-16,Paid,HK,1.0
2020-04-06,Organic,NI,2.0
2020-04-17,Organic,US,222.0
2020-03-24,Paid,TR,1.0
2020-05-13,Paid,ES,2.0
2020-03-27,Organic,KW,2.0
2020-05-08,Organic,PL,54.0
2020-03-22,Organic,GR,12.0
2020-05-16,Organic,SN,2.0
2020-03-28,Organic,GT,4.0
2020-04-04,Paid,CH,52.0
2020-03-19,Organic,HU,26.0
2020-03-24,Organic,SO,2.0
2020-04-08,Organic,MM,18.0
2020-04-25,Paid,CI,2.0
2020-05-12,Organic,GU,1.0
2020-03-24,Paid,UK,3.0
2020-05-15,Organic,HR,1.0
2020-04-14,Organic,MK,2.0
2020-04-30,Paid,CO,2.0
2020-03-18,Organic,SI,5.0
2020-04-25,Paid,BG,4.0
2020-05-09,Paid,SD,3.0
2020-03-20,Paid,LT,10.0
2020-04-30,Paid,BA,1.0
2020-04-09,Paid,MA,1.0
2020-04-21,Organic,LB,22.0
2020-03-19,Paid,SE,1.0
2020-05-02,Paid,JO,1.0
2020-05-18,Paid,KZ,407.0
2020-03-30,Paid,CZ,62.0
2020-05-02,Paid,AE,1.0
2020-04-09,Paid,JP,16.0
2020-04-23,Paid,MX,15.0
2020-05-14,Organic,ID,33.0
2020-04-28,Paid,BY,356.0
2020-04-16,Organic,CZ,54.0
2020-04-24,Paid,FR,32.0
2020-05-12,Paid,BD,1.0
2020-04-14,Paid,IR,1.0
2020-04-29,Paid,YE,8.0
2020-04-08,Paid,IT,5.0
2020-03-30,Organic,IE,3.0
2020-03-26,Paid,TR,2.0
2020-04-06,Paid,JP,20.0
2020-04-27,Paid,AM,1.0
2020-05-16,Paid,DE,84.0
2020-04-23,Paid,FR,11.0
2020-05-15,Organic,EG,29.0
2020-04-05,Paid,UA,174.0
2020-04-17,Paid,IR,1.0
2020-04-07,Paid,IT,6.0
2020-03-25,Organic,OM,1.0
2020-03-25,Paid,US,457.0
2020-04-07,Paid,RU,9.0
2020-04-21,Paid,PL,402.0
2020-04-30,Organic,ES,8.0
2020-05-06,Paid,FI,8.0
2020-03-24,Paid,NO,8.0
2020-04-05,Organic,ET,1.0
2020-03-24,Paid,RU,1388.0
2020-03-18,Organic,TW,28.0
2020-04-16,Organic,IQ,58.0
2020-05-04,Organic,CI,1.0
2020-04-18,Paid,HT,4.0
2020-05-14,Organic,CO,7.0
2020-03-30,Organic,CN,166.0
2020-03-20,Organic,CH,7.0
2020-05-08,Paid,ML,1.0
2020-04-29,Paid,SN,2.0
2020-05-13,Organic,TH,23.0
2020-05-03,Organic,TN,2.0
2020-03-30,Paid,UK,40.0
2020-04-23,Paid,KH,2.0
2020-05-10,Paid,QA,3.0
2020-04-06,Paid,CH,3.0
2020-03-25,Paid,DK,1.0
2020-04-18,Paid,DO,4.0
2020-04-22,Paid,IN,8.0
2020-03-18,Paid,BR,182.0
2020-05-06,Organic,LV,13.0
2020-05-12,Paid,VN,73.0
2020-05-15,Paid,ES,22.0
2020-04-21,Organic,FI,4.0
2020-04-30,Paid,SV,4.0
2020-05-16,Organic,XK,1.0
2020-04-04,Organic,RS,9.0
2020-04-10,Organic,RU,1846.0
2020-04-04,Paid,TW,20.0
2020-04-24,Organic,IN,276.0
2020-04-27,Paid,AE,1.0
2020-05-16,Organic,YE,6.0
2020-03-22,Organic,MY,27.0
2020-05-15,Organic,BY,63.0
2020-04-30,Paid,ID,1.0
2020-05-06,Organic,MX,24.0
2020-04-17,Paid,NL,3.0
2020-03-23,Organic,VE,15.0
2020-03-24,Paid,CZ,1.0
2020-03-27,Paid,PH,20.0
2020-05-03,Paid,UZ,2.0
2020-05-14,Paid,TD,1.0
2020-03-21,Organic,UA,439.0
2020-04-28,Paid,EG,24.0
2020-03-19,Paid,KR,16.0
2020-05-14,Organic,NZ,3.0
2020-04-29,Organic,DE,157.0
2020-04-14,Paid,NL,66.0
2020-04-02,Organic,PY,3.0
2020-05-18,Organic,ZA,5.0
2020-04-07,Paid,UA,101.0
2020-04-20,Paid,AT,1.0
2020-04-29,Paid,NZ,2.0
2020-03-24,Paid,DK,6.0
2020-04-07,Organic,SE,8.0
2020-03-20,Organic,BF,3.0
2020-05-08,Paid,LB,21.0
2020-04-18,Organic,SD,7.0
2020-05-14,Paid,DE,110.0
2020-05-04,Organic,BG,8.0
2020-05-14,Organic,BA,6.0
2020-05-12,Organic,AE,3.0
2020-04-19,Paid,AT,3.0
2020-03-18,Organic,UY,4.0
2020-03-27,Paid,DK,4.0
2020-04-05,Organic,DZ,7.0
2020-04-09,Organic,PA,1.0
2020-04-27,Organic,KZ,67.0
2020-04-06,Paid,AU,7.0
2020-03-19,Organic,NE,1.0
2020-04-25,Paid,GE,8.0
2020-04-22,Paid,TW,35.0
2020-03-18,Paid,QA,1.0
2020-04-19,Paid,CH,5.0
2020-05-12,Organic,CY,1.0
2020-03-19,Organic,LY,23.0
2020-03-26,Paid,ES,28.0
2020-05-01,Paid,CA,4.0
2020-04-22,Organic,EC,3.0
2020-05-01,Organic,EE,3.0
2020-04-25,Paid,TW,1.0
2020-03-28,Paid,DE,1.0
2020-03-26,Organic,TG,1.0
2020-03-22,Paid,FI,10.0
2020-05-17,Organic,CA,18.0
2020-05-16,Paid,RU,12.0
2020-03-19,Paid,IN,3.0
2020-04-02,Organic,RE,1.0
2020-03-20,Organic,LA,6.0
2020-05-13,Paid,MD,9.0
2020-04-04,Organic,QA,2.0
2020-05-17,Paid,RU,1832.0
2020-05-06,Paid,UZ,600.0
2020-03-30,Paid,DE,196.0
2020-05-09,Organic,AM,9.0
2020-04-25,Paid,JP,2.0
2020-05-12,Organic,NL,22.0
2020-05-12,Paid,TR,29.0
2020-05-06,Paid,TT,2.0
2020-04-15,Paid,NL,1.0
2020-04-30,Organic,PH,63.0
2020-04-18,Paid,UA,236.0
2020-04-16,Paid,NZ,4.0
2020-04-24,Organic,KR,13.0
2020-03-19,Organic,AL,4.0
2020-04-11,Paid,BY,44.0
2020-04-08,Paid,MX,1.0
2020-03-29,Paid,DE,20.0
2020-04-02,Organic,SK,10.0
2020-04-19,Paid,AU,1.0
2020-04-25,Paid,AZ,1.0
2020-03-20,Organic,MO,1.0
2020-03-27,Organic,BN,1.0
2020-04-07,Paid,FR,103.0
2020-04-06,Paid,AT,3.0
2020-04-21,Paid,UA,63.0
2020-05-04,Organic,MN,7.0
2020-05-02,Paid,IR,2.0
2020-05-17,Organic,BO,1.0
2020-04-23,Paid,IT,2.0
2020-05-17,Paid,DK,3.0
2020-04-13,Paid,RO,191.0
2020-05-04,Organic,AU,9.0
2020-05-17,Paid,TJ,9.0
2020-03-20,Organic,AT,12.0
2020-04-17,Paid,JO,6.0
2020-05-01,Organic,DK,3.0
2020-03-30,Organic,AR,13.0
2020-04-27,Paid,NL,3.0
2020-03-26,Paid,US,1.0
2020-03-19,Organic,MW,1.0
2020-04-21,Organic,HN,1.0
2020-05-16,Paid,PH,1.0
2020-05-10,Paid,LT,2.0
2020-05-02,Paid,LB,1.0
2020-04-02,Paid,GE,1.0
2020-05-09,Paid,KR,2.0
2020-05-03,Paid,SE,14.0
2020-04-30,Paid,US,4.0
2020-03-28,Paid,HR,2.0
2020-04-13,Organic,GB,16.0
2020-04-17,Organic,SY,11.0
2020-03-30,Organic,BZ,1.0
2020-05-13,Paid,CY,3.0
2020-04-22,Organic,GE,13.0
2020-05-02,Paid,US,26.0
2020-04-27,Paid,MD,1.0
2020-04-24,Paid,BE,13.0
2020-04-08,Organic,KG,10.0
2020-04-25,Paid,EC,3.0
2020-05-01,Paid,NO,8.0
2020-03-21,Paid,CA,1.0
2020-05-12,Organic,MD,6.0
2020-04-29,Paid,UK,7.0
2020-05-09,Organic,BE,17.0
2020-03-19,Organic,BD,27.0
2020-05-16,Paid,CA,1.0
2020-04-04,Organic,SG,5.0
2020-04-10,Organic,SA,3.0
2020-05-10,Paid,CG,6.0
2020-04-12,Organic,PE,2.0
2020-03-27,Organic,AF,3.0
2020-03-20,Organic,NG,2.0
2020-04-26,Paid,UK,15.0
2020-05-03,Organic,UZ,91.0
2020-05-07,Paid,GE,2.0
2020-04-03,Paid,LU,1.0
2020-04-23,Paid,KR,2.0
2020-03-28,Paid,EG,1.0
2020-04-22,Organic,JP,20.0
2020-05-13,Paid,NL,4.0
2020-04-07,Paid,RU,13.0
2020-05-08,Paid,AM,46.0
2020-05-13,Organic,TR,24.0
2020-03-24,Paid,ID,77.0
2020-05-01,Paid,PH,42.0
2020-04-30,Organic,IR,17.0
2020-05-05,Paid,MN,1.0
2020-05-16,Paid,BO,15.0
2020-03-25,Organic,CL,8.0
2020-04-24,Organic,IT,43.0
2020-04-10,Organic,RO,14.0
2020-03-27,Paid,ID,3.0
2020-04-05,Paid,SK,103.0
2020-04-08,Organic,FR,52.0
2020-05-01,Paid,CZ,1.0
2020-05-09,Paid,IT,7.0
2020-03-24,Paid,RO,10.0
2020-04-14,Organic,JO,6.0
2020-04-19,Paid,IR,2.0
2020-05-05,Paid,AU,4.0
2020-03-22,Paid,FR,33.0
2020-03-25,Paid,IS,1.0
2020-05-16,Organic,TJ,4.0
2020-04-19,Organic,IL,21.0
2020-04-19,Paid,SR,1.0
2020-03-20,Organic,CR,3.0
2020-05-13,Paid,BW,4.0
2020-05-07,Paid,JP,4.0
2020-04-18,Paid,HN,5.0
2020-05-07,Organic,LT,2.0
2020-05-14,Organic,CU,1.0
2020-03-27,Organic,NO,3.0
2020-04-17,Organic,PK,15.0
2020-03-27,Paid,HK,2.0
2020-03-26,Organic,US,157.0
2020-05-15,Paid,UK,1.0
2020-04-18,Organic,PL,100.0
2020-04-16,Organic,KW,1.0
2020-05-13,Paid,SY,3.0
2020-03-29,Paid,CN,3.0
2020-03-27,Paid,IR,4.0
2020-04-05,Organic,GR,4.0
2020-04-10,Paid,HK,1.0
2020-04-11,Organic,GT,6.0
2020-04-08,Organic,HU,28.0
2020-03-19,Organic,MM,103.0
2020-05-05,Paid,CI,1.0
2020-04-15,Organic,SO,5.0
2020-04-09,Organic,SI,3.0
2020-04-15,Paid,UK,9.0
2020-04-27,Organic,HR,7.0
2020-05-11,Paid,CO,3.0
2020-04-24,Organic,KH,4.0
2020-04-10,Organic,PS,11.0
2020-03-22,Paid,HU,6.0
2020-04-21,Organic,DO,2.0
2020-04-25,Organic,PT,2.0
2020-05-06,Organic,NP,3.0
2020-03-29,Organic,UK,32.0
2020-05-12,Paid,HR,7.0
2020-04-07,Paid,UZ,5.0
2020-05-06,Paid,TN,12.0
2020-04-18,Paid,FI,1.0
2020-04-13,Paid,NO,1.0
2020-05-02,Organic,SV,1.0
2020-04-13,Paid,RU,1840.0
2020-04-23,Paid,IN,828.0
2020-04-13,Organic,HK,3.0
2020-05-03,Paid,LV,77.0
2020-04-12,Paid,US,54.0
2020-05-03,Paid,PL,64.0
2020-04-05,Paid,BE,11.0
2020-05-13,Organic,VN,46.0
2020-04-14,Paid,TR,2.0
2020-05-01,Organic,ID,84.0
2020-05-03,Paid,MX,73.0
2020-05-18,Paid,BY,234.0
2020-03-20,Paid,VE,1.0
2020-03-27,Organic,CZ,22.0
2020-05-06,Paid,FR,10.0
2020-05-17,Paid,YE,10.0
2020-03-25,Paid,IR,28.0
2020-03-19,Paid,IT,2.0
2020-04-28,Paid,GA,3.0
2020-04-13,Organic,IE,1.0
2020-04-26,Paid,DE,90.0
2020-04-17,Paid,TR,1.0
2020-05-03,Paid,FR,120.0
2020-03-18,Paid,AZ,1.0
2020-03-22,Paid,UA,386.0
2020-03-26,Paid,IR,3.0
2020-04-27,Organic,EG,33.0
2020-04-21,Paid,SD,1.0
2020-05-05,Paid,BG,3.0
2020-03-22,Organic,CD,3.0
2020-05-11,Paid,BA,3.0
2020-04-15,Paid,US,1.0
2020-04-08,Paid,SE,6.0
2020-05-09,Organic,LB,9.0
2020-04-28,Paid,KZ,45.0
2020-04-13,Paid,CZ,12.0
2020-04-15,Paid,CU,1.0
2020-03-27,Paid,IE,3.0
2020-04-02,Paid,DZ,1.0
2020-03-21,Organic,DK,5.0
2020-04-10,Paid,SE,1.0
2020-04-23,Organic,AR,23.0
2020-05-07,Paid,JO,17.0
2020-05-02,Organic,AT,21.0
2020-04-12,Organic,AU,15.0
2020-04-25,Paid,KZ,2.0
2020-04-30,Paid,CR,2.0
2020-04-13,Paid,SE,5.0
2020-03-25,Organic,SR,1.0
2020-04-15,Paid,KR,2.0
2020-04-27,Paid,LU,1.0
2020-05-07,Paid,AE,1.0
2020-03-20,Paid,LB,1.0
2020-05-15,Paid,IM,1.0
2020-04-06,Paid,HR,1.0
2020-04-22,Paid,KZ,1.0
2020-03-27,Paid,MY,8.0
2020-03-30,Paid,TW,1.0
2020-04-26,Organic,AL,2.0
2020-03-29,Organic,KR,48.0
2020-05-08,Paid,NZ,11.0
2020-03-27,Paid,UA,247.0
