Install_Dates,source_type,Country,installs
2020-05-17,Organic,NZ,6.0
2020-05-02,Paid,EG,34.0
2020-05-17,Paid,TD,1.0
2020-03-26,Organic,UG,1.0
2020-04-06,Organic,KE,1.0
2020-04-11,Paid,NL,23.0
2020-05-01,Organic,DE,133.0
2020-03-20,Organic,AZ,50.0
2020-05-13,Organic,ZA,3.0
2020-04-07,Organic,PY,1.0
2020-05-11,Organic,YE,1.0
2020-03-21,Paid,KR,10.0
2020-03-19,Organic,MY,44.0
2020-05-09,Organic,MX,11.0
2020-04-26,Paid,ID,125.0
2020-05-12,Organic,BY,48.0
2020-03-30,Paid,PH,2.0
2020-04-15,Paid,BY,2.0
2020-03-18,Organic,VE,32.0
2020-03-23,Paid,BR,607.0
2020-05-09,Organic,LV,15.0
2020-04-19,Paid,IN,13.0
2020-05-12,Paid,ES,22.0
2020-05-15,Paid,VN,27.0
2020-04-10,Paid,IQ,4.0
2020-04-30,Paid,GM,1.0
2020-04-09,Organic,RS,7.0
2020-04-16,Paid,CA,1.0
2020-04-24,Organic,FI,6.0
2020-04-09,Paid,TW,17.0
2020-04-21,Organic,IN,365.0
2020-04-15,Organic,RU,1633.0
2020-05-18,Organic,TH,21.0
2020-03-27,Paid,UK,32.0
2020-05-08,Organic,TN,1.0
2020-04-15,Paid,CA,1.0
2020-04-18,Paid,KH,6.0
2020-04-16,Organic,JM,1.0
2020-04-23,Paid,DO,2.0
2020-04-03,Paid,CH,1.0
2020-05-05,Paid,QA,5.0
2020-04-13,Organic,IQ,97.0
2020-05-17,Organic,CO,3.0
2020-03-27,Organic,CN,121.0
2020-04-17,Paid,GT,3.0
2020-03-28,Paid,US,133.0
2020-03-28,Organic,OM,2.0
2020-04-27,Organic,ES,14.0
2020-04-24,Paid,PL,279.0
2020-03-29,Paid,NO,2.0
2020-05-09,Paid,FI,7.0
2020-03-23,Organic,TW,20.0
2020-03-29,Paid,RU,1197.0
2020-04-08,Organic,ET,7.0
2020-05-13,Paid,PE,6.0
2020-04-02,Paid,UZ,173.0
2020-04-15,Paid,RU,1705.0
2020-04-21,Paid,IN,1.0
2020-05-04,Organic,QA,1.0
2020-04-20,Organic,CF,1.0
2020-04-25,Organic,LA,3.0
2020-04-11,Paid,MD,177.0
2020-04-15,Organic,CA,26.0
2020-04-23,Paid,FI,23.0
2020-04-21,Paid,BD,39.0
2020-04-09,Organic,CG,1.0
2020-04-16,Paid,RU,10.0
2020-03-23,Organic,EC,6.0
2020-05-09,Paid,KG,5.0
2020-03-29,Paid,CA,1.0
2020-03-20,Paid,TW,7.0
2020-03-29,Organic,EE,1.0
2020-04-18,Organic,LY,8.0
2020-03-23,Paid,TW,25.0
2020-03-20,Paid,GE,49.0
2020-03-18,Paid,CH,6.0
2020-04-12,Organic,CY,1.0
2020-04-07,Paid,KR,4.0
2020-04-12,Organic,BW,1.0
2020-04-07,Organic,MV,1.0
2020-04-05,Paid,SE,13.0
2020-05-10,Paid,BG,3.0
2020-03-26,Paid,NL,3.0
2020-05-07,Organic,SS,1.0
2020-04-28,Organic,MQ,1.0
2020-04-16,Paid,PH,3.0
2020-04-25,Organic,AT,6.0
2020-03-29,Organic,DK,5.0
2020-05-15,Paid,JO,18.0
2020-04-30,Organic,AR,43.0
2020-04-04,Organic,AU,17.0
2020-04-15,Organic,BO,3.0
2020-04-30,Paid,LK,4.0
2020-03-28,Paid,IR,2.0
2020-03-26,Paid,CN,1.0
2020-04-04,Organic,MN,3.0
2020-05-10,Paid,AT,3.0
2020-04-15,Paid,DK,2.0
2020-05-11,Paid,RO,1.0
2020-04-27,Paid,CL,230.0
2020-03-22,Paid,IT,239.0
2020-05-01,Paid,DE,8.0
2020-05-06,Organic,SK,8.0
2020-05-13,Paid,BY,13.0
2020-05-09,Paid,FR,4.0
2020-03-18,Paid,AU,3.0
2020-03-21,Organic,KR,26.0
2020-03-19,Paid,UA,91.0
2020-03-22,Paid,TW,13.0
2020-04-16,Organic,ZW,1.0
2020-04-18,Organic,AL,1.0
2020-04-07,Organic,AM,21.0
2020-04-30,Paid,DE,54.0
2020-03-20,Paid,JP,14.0
2020-04-12,Organic,NL,19.0
2020-03-23,Paid,AZ,2.0
2020-03-30,Organic,PH,83.0
2020-05-04,Organic,RS,11.0
2020-03-21,Organic,IN,162.0
2020-05-04,Paid,TW,8.0
2020-05-14,Organic,RU,1192.0
2020-04-02,Organic,LV,5.0
2020-04-19,Paid,BR,176.0
2020-04-26,Paid,PY,3.0
2020-04-17,Paid,ES,32.0
2020-04-22,Paid,MU,2.0
2020-04-06,Paid,QA,3.0
2020-04-11,Organic,TH,68.0
2020-04-30,Paid,IQ,1.0
2020-04-05,Organic,TN,3.0
2020-04-30,Paid,UK,40.0
2020-04-30,Organic,CN,73.0
2020-05-06,Paid,GR,1.0
2020-05-12,Paid,GT,3.0
2020-04-25,Organic,CH,9.0
2020-05-16,Paid,SO,10.0
2020-04-26,Paid,UZ,1.0
2020-04-04,Organic,CI,1.0
2020-03-21,Paid,LY,1.0
2020-04-21,Paid,MM,20.0
2020-05-16,Organic,IQ,48.0
2020-04-10,Organic,CO,5.0
2020-04-24,Paid,BJ,1.0
2020-04-27,Paid,MK,2.0
2020-04-02,Paid,FI,4.0
2020-04-19,Organic,TW,21.0
2020-05-18,Paid,PK,28.0
2020-04-19,Paid,NI,13.0
2020-04-29,Paid,RU,1065.0
2020-05-03,Organic,ET,3.0
2020-04-28,Paid,US,169.0
2020-03-21,Organic,EU,1.0
2020-04-28,Organic,OM,1.0
2020-04-01,Organic,ES,17.0
2020-03-26,Organic,KZ,73.0
2020-05-07,Organic,PA,1.0
2020-04-18,Organic,NE,1.0
2020-04-12,Organic,AE,7.0
2020-03-18,Paid,AT,4.0
2020-04-26,Paid,DK,3.0
2020-05-03,Organic,DZ,22.0
2020-04-19,Organic,UY,1.0
2020-04-04,Organic,BG,6.0
2020-04-10,Paid,DE,56.0
2020-03-19,Organic,SD,3.0
2020-04-10,Organic,BA,3.0
2020-03-24,Paid,NZ,1.0
2020-04-20,Organic,MA,9.0
2020-05-09,Paid,UA,106.0
2020-04-25,Organic,BF,1.0
2020-05-09,Organic,SE,6.0
2020-03-24,Organic,DE,116.0
2020-05-18,Paid,NL,1.0
2020-04-20,Organic,AZ,19.0
2020-04-14,Organic,ZA,7.0
2020-05-06,Organic,PY,1.0
2020-04-10,Organic,NZ,6.0
2020-04-18,Paid,KR,16.0
2020-04-24,Organic,UA,454.0
2020-04-24,Paid,SE,2.0
2020-05-15,Paid,NL,1.0
2020-04-08,Paid,SK,52.0
2020-04-17,Organic,BY,146.0
2020-04-02,Organic,MX,38.0
2020-04-29,Paid,CZ,6.0
2020-04-22,Organic,VE,6.0
2020-04-21,Paid,KR,76.0
2020-04-16,Organic,YE,2.0
2020-04-23,Organic,MY,16.0
2020-05-12,Paid,US,85.0
2020-04-05,Paid,LV,29.0
2020-04-20,Organic,BR,52.0
2020-04-11,Organic,VN,39.0
2020-05-03,Paid,BE,15.0
2020-04-05,Paid,PL,201.0
2020-05-05,Paid,RS,4.0
2020-03-28,Organic,SV,1.0
2020-05-11,Paid,NO,1.0
2020-04-04,Organic,MT,2.0
2020-03-22,Paid,IN,55.0
2020-04-10,Organic,MR,2.0
2020-05-11,Organic,HK,2.0
2020-04-22,Paid,US,4.0
2020-05-11,Paid,RU,1273.0
2020-03-29,Paid,AF,1.0
2020-03-20,Organic,PT,10.0
2020-04-12,Paid,HR,5.0
2020-05-01,Organic,UK,22.0
2020-04-02,Organic,NP,1.0
2020-05-14,Organic,PS,9.0
2020-03-21,Organic,KH,13.0
2020-04-09,Paid,SG,1.0
2020-04-23,Paid,HU,8.0
2020-05-17,Organic,SO,3.0
2020-04-18,Organic,MM,31.0
2020-03-26,Organic,HR,5.0
2020-05-17,Paid,UK,6.0
2020-04-28,Organic,MK,2.0
2020-05-07,Organic,SI,2.0
2020-05-03,Organic,GR,11.0
2020-04-11,Paid,SY,1.0
2020-03-27,Organic,SN,1.0
2020-04-22,Paid,CH,24.0
2020-05-13,Organic,GT,3.0
2020-05-08,Organic,HU,12.0
2020-05-05,Paid,BR,2.0
2020-04-27,Organic,US,183.0
2020-05-16,Organic,KW,2.0
2020-03-19,Organic,PL,42.0
2020-04-26,Organic,NO,8.0
2020-04-19,Paid,GE,1.0
2020-04-20,Paid,TW,20.0
2020-04-26,Paid,HK,1.0
2020-05-15,Organic,PK,8.0
2020-04-20,Organic,NI,2.0
2020-04-11,Paid,AE,27.0
2020-05-06,Paid,DZ,39.0
2020-04-25,Paid,AR,2.0
2020-04-20,Paid,UY,3.0
2020-04-26,Paid,IE,2.0
2020-03-25,Paid,KZ,481.0
2020-05-10,Paid,PA,1.0
2020-04-15,Paid,ID,1.0
2020-05-11,Paid,CZ,4.0
2020-04-19,Paid,MA,7.0
2020-04-07,Organic,LB,7.0
2020-04-13,Paid,NZ,26.0
2020-03-26,Organic,EG,14.0
2020-04-23,Paid,UA,874.0
2020-04-27,Paid,IR,7.0
2020-04-21,Paid,IT,6.0
2020-05-04,Paid,KE,1.0
2020-04-20,Paid,JP,17.0
2020-03-27,Paid,DE,241.0
2020-04-17,Paid,AM,1.0
2020-04-19,Paid,AZ,2.0
2020-05-03,Paid,PY,47.0
2020-04-05,Paid,FR,1.0
2020-04-28,Paid,IR,7.0
2020-04-07,Paid,FR,1.0
2020-04-18,Paid,IT,36.0
2020-04-24,Paid,MY,2.0
2020-05-11,Organic,IE,1.0
2020-04-19,Paid,JP,32.0
2020-03-29,Organic,ID,92.0
2020-04-05,Paid,MX,7.0
2020-04-14,Paid,BY,562.0
2020-04-02,Paid,FR,47.0
2020-04-26,Organic,CZ,31.0
2020-05-12,Paid,SY,1.0
2020-04-25,Paid,VE,18.0
2020-04-26,Organic,AF,1.0
2020-05-12,Organic,PE,2.0
2020-04-05,Organic,UZ,54.0
2020-05-04,Organic,SG,7.0
2020-04-18,Organic,BD,26.0
2020-04-24,Paid,UA,2.0
2020-04-16,Paid,CA,2.0
2020-05-02,Organic,ME,2.0
2020-04-28,Organic,BB,1.0
2020-05-14,Organic,SA,12.0
2020-04-12,Organic,MD,34.0
2020-03-24,Paid,UK,9.0
2020-04-07,Organic,BE,14.0
2020-04-22,Paid,LA,5.0
2020-05-08,Organic,KG,9.0
2020-03-28,Paid,US,161.0
2020-03-22,Paid,MM,1.0
2020-04-28,Paid,TG,1.0
2020-03-26,Paid,MD,1.0
2020-03-21,Paid,BE,5.0
2020-04-24,Paid,PL,108.0
2020-05-15,Organic,SY,5.0
2020-03-23,Organic,GE,13.0
2020-04-12,Paid,PK,1.0
2020-03-21,Paid,MM,3.0
2020-04-01,Paid,US,21.0
2020-04-21,Paid,LY,13.0
2020-05-02,Paid,HR,1.0
2020-05-11,Organic,GB,16.0
2020-03-19,Paid,UZ,1.0
2020-03-21,Paid,BR,459.0
2020-05-05,Organic,FJ,1.0
2020-04-09,Paid,JP,2.0
2020-04-09,Organic,LT,10.0
2020-04-10,Organic,CU,8.0
2020-03-18,Organic,IL,17.0
2020-04-20,Organic,LU,1.0
2020-03-25,Paid,UK,3.0
2020-04-23,Paid,FR,10.0
2020-05-17,Paid,MA,1.0
2020-04-28,Paid,IS,1.0
2020-04-22,Paid,AT,1.0
2020-04-29,Paid,RO,10.0
2020-05-01,Paid,AR,350.0
2020-05-18,Organic,JO,9.0
2020-04-07,Paid,IT,44.0
2020-03-23,Paid,IT,1.0
2020-04-26,Paid,ID,1.0
2020-03-23,Paid,MM,3.0
2020-03-29,Paid,CZ,52.0
2020-05-08,Organic,FR,44.0
2020-04-01,Organic,IR,26.0
2020-05-02,Organic,LK,1.0
2020-05-14,Organic,RO,18.0
2020-03-21,Organic,IT,26.0
2020-04-28,Organic,CL,13.0
2020-04-15,Paid,IE,4.0
2020-04-11,Organic,TR,51.0
2020-04-11,Paid,NL,2.0
2020-03-23,Organic,JP,33.0
2020-03-29,Paid,SK,1.0
2020-03-29,Paid,PH,48.0
2020-03-22,Paid,KR,87.0
2020-04-20,Organic,JE,1.0
2020-05-15,Organic,TG,1.0
2020-04-16,Paid,CN,1.0
2020-04-04,Organic,EC,1.0
2020-04-21,Paid,KG,9.0
2020-04-10,Organic,EE,4.0
2020-04-03,Paid,TW,3.0
2020-05-08,Organic,LY,6.0
2020-04-22,Paid,GD,1.0
2020-05-14,Paid,BZ,1.0
2020-04-01,Organic,CY,2.0
2020-04-03,Paid,GE,42.0
2020-04-04,Paid,TW,4.0
2020-04-09,Paid,CH,8.0
2020-05-02,Paid,PE,1.0
2020-03-21,Paid,UZ,79.0
2020-04-22,Organic,QA,3.0
2020-03-24,Paid,RU,1140.0
2020-04-23,Paid,BY,1.0
2020-05-05,Organic,LA,4.0
2020-03-28,Paid,MD,50.0
2020-03-24,Organic,CA,21.0
2020-05-03,Paid,FI,14.0
2020-05-12,Paid,ME,1.0
2020-05-09,Paid,BD,41.0
2020-03-27,Paid,RU,15.0
2020-04-20,Paid,AT,3.0
2020-03-24,Organic,BO,3.0
2020-04-07,Paid,UA,237.0
2020-04-11,Paid,IR,1.0
2020-03-23,Organic,MN,4.0
2020-05-12,Paid,LK,4.0
2020-05-15,Paid,CL,3.0
2020-04-05,Paid,IT,165.0
2020-03-24,Paid,DK,4.0
2020-04-18,Paid,UA,1.0
2020-04-30,Paid,RO,1.0
2020-05-02,Paid,BY,26.0
2020-05-10,Organic,BH,2.0
2020-04-24,Organic,SK,20.0
2020-05-14,Paid,DE,7.0
2020-05-05,Organic,MO,1.0
2020-04-21,Paid,FR,426.0
2020-05-16,Organic,BN,2.0
2020-04-08,Paid,UA,369.0
2020-04-02,Organic,KR,24.0
2020-04-26,Paid,NZ,16.0
2020-05-08,Organic,AL,1.0
2020-05-11,Paid,DE,47.0
2020-04-03,Paid,JP,11.0
2020-04-01,Organic,NL,14.0
2020-03-20,Paid,RU,1.0
2020-04-13,Organic,PH,33.0
2020-05-09,Paid,HU,1.0
2020-04-06,Paid,IL,15.0
2020-04-06,Organic,SR,1.0
2020-04-23,Organic,GH,1.0
2020-03-25,Paid,RU,234.0
2020-03-22,Paid,SE,19.0
2020-04-17,Paid,NL,5.0
2020-05-08,Organic,MW,1.0
2020-04-07,Organic,HN,2.0
2020-03-27,Paid,PH,33.0
2020-04-19,Organic,SS,1.0
2020-05-05,Organic,AT,16.0
2020-04-10,Organic,DK,5.0
2020-04-27,Paid,JO,4.0
2020-05-11,Organic,AR,36.0
2020-05-09,Paid,SK,1.0
2020-03-23,Organic,AU,11.0
2020-04-30,Paid,KZ,1.0
2020-05-11,Organic,CN,129.0
2020-04-24,Paid,GR,1.0
2020-04-30,Paid,GT,6.0
2020-05-05,Organic,CH,6.0
2020-05-06,Paid,UA,1.0
2020-04-15,Paid,SN,1.0
2020-05-09,Paid,MM,10.0
2020-04-26,Organic,IQ,88.0
2020-03-23,Organic,CI,1.0
2020-04-26,Paid,SO,4.0
2020-03-29,Organic,CO,8.0
2020-05-15,Paid,MK,8.0
2020-04-14,Paid,HR,2.0
2020-03-21,Paid,FI,5.0
2020-05-16,Paid,PL,1.0
2020-05-07,Paid,NI,6.0
2020-05-17,Paid,RU,197.0
2020-04-23,Organic,ET,4.0
2020-05-07,Organic,TW,17.0
2020-04-28,Paid,PK,129.0
2020-05-18,Organic,OM,1.0
2020-04-21,Paid,RU,82.0
2020-05-18,Paid,US,83.0
2020-04-07,Paid,PL,152.0
2020-04-12,Organic,ES,37.0
2020-04-07,Organic,FI,12.0
2020-04-22,Organic,RS,11.0
2020-04-10,Paid,TH,1.0
2020-05-01,Organic,RU,1575.0
2020-04-02,Organic,IN,108.0
2020-04-22,Paid,TW,4.0
2020-03-24,Paid,MX,1.0
2020-03-21,Organic,LV,5.0
2020-05-07,Paid,BR,2.0
2020-05-04,Paid,MU,1.0
2020-03-26,Paid,ES,26.0
2020-04-20,Paid,CH,2.0
2020-03-28,Organic,TH,38.0
2020-03-22,Organic,TN,1.0
2020-05-11,Paid,UK,64.0
2020-04-15,Organic,DE,190.0
2020-04-28,Paid,NL,36.0
2020-03-25,Organic,ZA,6.0
2020-04-24,Organic,PY,2.0
2020-03-28,Paid,DE,2.0
2020-05-10,Organic,AZ,19.0
2020-05-06,Organic,UA,290.0
2020-03-29,Organic,NZ,8.0
2020-05-08,Paid,KR,12.0
2020-04-25,Organic,KE,1.0
2020-05-06,Paid,SE,2.0
2020-03-26,Organic,BY,112.0
2020-03-21,Organic,MX,49.0
2020-03-19,Paid,SK,15.0
2020-05-04,Organic,VE,5.0
2020-03-22,Paid,UZ,7.0
2020-05-09,Paid,KR,7.0
2020-04-17,Paid,AE,1.0
2020-05-01,Paid,IE,1.0
2020-05-03,Organic,MY,16.0
2020-04-17,Organic,KZ,49.0
2020-04-20,Paid,AU,7.0
2020-04-01,Organic,AE,2.0
2020-04-09,Paid,AT,2.0
2020-05-16,Paid,DK,2.0
2020-04-23,Organic,DZ,16.0
2020-03-29,Paid,DE,100.0
2020-04-08,Organic,SD,1.0
2020-03-23,Organic,BG,10.0
2020-03-29,Organic,BA,6.0
2020-05-10,Organic,MA,7.0
2020-04-21,Paid,UA,84.0
2020-04-06,Paid,AT,2.0
2020-04-21,Organic,SE,6.0
2020-05-17,Paid,DK,5.0
2020-05-16,Organic,MG,1.0
2020-05-05,Organic,BF,1.0
2020-05-08,Organic,MM,19.0
2020-04-29,Organic,SO,2.0
2020-03-23,Paid,FR,16.0
2020-04-17,Organic,HR,5.0
2020-04-29,Paid,UK,10.0
2020-05-18,Organic,MK,1.0
2020-03-28,Paid,SY,7.0
2020-04-23,Organic,GR,4.0
2020-05-04,Paid,CH,19.0
2020-05-02,Organic,GT,1.0
2020-04-18,Organic,HU,4.0
2020-04-25,Paid,BR,2.0
2020-05-15,Organic,US,174.0
2020-04-08,Organic,PL,129.0
2020-04-11,Paid,ES,1.0
2020-03-23,Organic,AO,3.0
2020-04-06,Paid,US,2.0
2020-05-16,Organic,NO,3.0
2020-05-10,Organic,NI,1.0
2020-03-28,Paid,SD,1.0
2020-04-27,Organic,PK,22.0
2020-05-07,Paid,GE,1.0
2020-05-10,Paid,TW,1.0
2020-05-16,Paid,HK,2.0
2020-04-30,Paid,US,273.0
2020-03-22,Paid,LV,13.0
2020-05-10,Organic,BR,26.0
2020-04-23,Paid,BE,7.0
2020-03-22,Paid,PL,6.0
2020-03-28,Organic,VN,47.0
2020-03-23,Organic,MT,1.0
2020-04-08,Paid,FI,16.0
2020-04-25,Paid,RS,3.0
2020-04-11,Organic,SV,2.0
2020-04-30,Paid,NO,1.0
2020-04-30,Paid,RU,1503.0
2020-04-05,Paid,IN,217.0
2020-04-30,Organic,HK,2.0
2020-04-03,Organic,PT,3.0
2020-03-21,Organic,NP,5.0
2020-04-01,Paid,HR,5.0
2020-05-14,Organic,UK,40.0
2020-04-13,Organic,PR,2.0
2020-04-02,Organic,KH,7.0
2020-04-21,Paid,UZ,4.0
2020-05-01,Organic,PS,15.0
2020-05-08,Paid,GR,1.0
2020-05-03,Paid,HU,25.0
2020-03-24,Paid,SA,1.0
2020-04-07,Organic,DO,2.0
2020-05-03,Paid,UA,624.0
2020-05-15,Paid,IR,4.0
2020-04-17,Organic,EG,17.0
2020-03-24,Paid,RO,19.0
2020-05-13,Paid,UG,1.0
2020-05-09,Paid,IT,5.0
2020-05-10,Paid,JP,19.0
2020-04-16,Paid,DE,388.0
2020-04-23,Paid,PY,24.0
2020-03-22,Paid,FR,125.0
2020-05-07,Paid,AZ,2.0
2020-05-18,Paid,IR,10.0
2020-05-08,Paid,IT,65.0
2020-04-30,Organic,IE,3.0
2020-04-10,Organic,ID,53.0
2020-03-22,Paid,MX,243.0
2020-03-25,Paid,BY,309.0
2020-05-07,Paid,JP,66.0
2020-05-05,Paid,VE,31.0
2020-03-21,Paid,FR,19.0
2020-05-16,Organic,CZ,12.0
2020-03-19,Organic,TZ,1.0
2020-05-10,Paid,UY,1.0
2020-05-16,Paid,IE,2.0
2020-04-24,Paid,DZ,58.0
2020-04-14,Paid,KZ,392.0
2020-05-16,Paid,SD,1.0
2020-04-30,Paid,CZ,6.0
2020-05-07,Paid,MA,5.0
2020-04-16,Paid,CU,1.0
2020-05-04,Paid,BF,3.0
2020-05-05,Paid,IQ,2.0
2020-05-03,Organic,CD,1.0
2020-04-26,Paid,CU,2.0
2020-04-10,Paid,NO,19.0
2020-04-18,Organic,KG,6.0
2020-04-11,Paid,US,41.0
2020-05-18,Paid,TG,3.0
2020-04-02,Paid,BE,10.0
2020-05-06,Paid,PL,97.0
2020-03-23,Paid,SI,1.0
2020-04-27,Organic,SY,6.0
2020-05-11,Organic,BZ,1.0
2020-03-26,Paid,IE,1.0
2020-03-21,Paid,HU,1.0
2020-04-04,Organic,GE,15.0
2020-04-02,Paid,MM,1.0
2020-04-12,Paid,US,67.0
2020-05-09,Paid,LY,6.0
2020-04-30,Organic,GB,19.0
2020-03-18,Organic,MZ,1.0
2020-03-18,Paid,GE,3.0
2020-04-30,Organic,PE,2.0
2020-05-16,Organic,AF,4.0
2020-05-05,Organic,NG,2.0
2020-04-27,Paid,VN,1.0
2020-04-16,Paid,UK,14.0
2020-04-22,Paid,SY,1.0
2020-03-22,Organic,UZ,103.0
2020-05-08,Organic,BD,18.0
2020-05-13,Organic,ME,3.0
2020-04-22,Organic,SG,3.0
2020-05-01,Organic,SA,15.0
2020-04-19,Paid,IQ,1.0
2020-04-01,Organic,MD,16.0
2020-04-15,Paid,UK,64.0
2020-05-04,Paid,LA,7.0
2020-03-26,Organic,CM,1.0
2020-04-23,Paid,SK,96.0
2020-04-10,Paid,CZ,70.0
2020-04-18,Organic,FR,57.0
2020-04-12,Organic,IR,67.0
2020-05-13,Organic,LK,1.0
2020-04-02,Organic,IT,19.0
2020-05-18,Organic,CL,4.0
2020-05-01,Organic,RO,10.0
2020-03-28,Paid,NL,4.0
2020-04-04,Organic,JP,8.0
2020-03-28,Organic,TR,25.0
2020-03-22,Organic,TT,1.0
2020-04-10,Paid,PH,16.0
2020-04-05,Paid,KR,32.0
2020-05-09,Paid,AL,2.0
2020-03-27,Paid,IE,1.0
2020-03-18,Paid,JP,7.0
2020-03-18,Organic,LT,20.0
2020-03-29,Organic,CU,6.0
2020-04-09,Organic,IL,12.0
2020-04-10,Organic,FM,1.0
2020-04-17,Paid,TJ,1.0
2020-03-26,Paid,HK,1.0
2020-05-01,Paid,DJ,1.0
2020-05-03,Paid,FR,14.0
2020-03-27,Organic,TJ,9.0
2020-05-04,Paid,AT,56.0
2020-05-18,Paid,IS,1.0
2020-03-26,Paid,IR,1.0
2020-05-14,Paid,AR,167.0
2020-05-17,Paid,RO,17.0
2020-04-13,Paid,DK,10.0
2020-04-28,Organic,JO,14.0
2020-04-25,Organic,LT,2.0
2020-03-18,Organic,FJ,1.0
2020-05-06,Paid,HN,2.0
2020-04-25,Paid,JP,4.0
2020-04-09,Organic,CR,1.0
2020-05-13,Paid,TJ,1.0
2020-05-05,Paid,SR,3.0
2020-04-04,Organic,LU,1.0
2020-05-05,Organic,IL,7.0
2020-05-01,Organic,TJ,3.0
2020-04-07,Paid,FR,24.0
2020-04-19,Paid,AU,44.0
2020-04-01,Organic,JO,2.0
2020-04-13,Paid,RO,11.0
2020-04-23,Paid,IT,20.0
2020-04-06,Paid,AT,47.0
2020-03-21,Organic,FR,53.0
2020-03-27,Organic,RO,11.0
2020-04-22,Paid,BI,1.0
2020-04-12,Organic,CL,98.0
2020-04-30,Paid,IE,11.0
2020-04-17,Organic,LK,1.0
2020-05-01,Paid,BO,2.0
2020-05-08,Organic,IT,64.0
2020-04-19,Paid,MN,1.0
2020-05-18,Organic,IR,25.0
2020-05-16,Paid,PH,37.0
2020-04-27,Organic,TR,30.0
2020-04-24,Paid,AM,26.0
2020-05-10,Organic,JP,18.0
2020-04-27,Paid,NL,7.0
2020-05-01,Paid,IE,1.0
2020-04-21,Organic,UZ,53.0
2020-05-14,Paid,UK,2.0
2020-04-09,Organic,NG,1.0
2020-04-10,Organic,AF,2.0
2020-03-25,Organic,PE,4.0
2020-04-22,Paid,CG,9.0
2020-04-30,Paid,HK,2.0
2020-03-27,Organic,SA,11.0
2020-04-17,Organic,ME,1.0
2020-05-01,Paid,CA,4.0
2020-04-02,Organic,BD,5.0
2020-04-23,Organic,BE,6.0
2020-05-11,Paid,UK,18.0
2020-04-28,Organic,MD,10.0
2020-03-21,Organic,KG,6.0
2020-05-07,Paid,EC,1.0
2020-04-08,Paid,PL,82.0
2020-05-08,Paid,BE,14.0
2020-05-15,Paid,US,58.0
2020-04-18,Paid,HU,1.0
2020-05-10,Organic,GE,16.0
2020-04-07,Paid,AF,4.0
2020-03-28,Organic,SY,11.0
2020-05-06,Paid,UZ,1.0
2020-04-17,Paid,HR,11.0
2020-04-05,Paid,LY,4.0
2020-05-18,Paid,US,2.0
2020-03-19,Paid,DZ,1.0
2020-04-10,Paid,IE,9.0
2020-03-24,Paid,CZ,38.0
2020-05-12,Paid,KZ,9.0
2020-04-23,Organic,LB,7.0
2020-03-21,Paid,SE,1.0
2020-04-29,Paid,BA,5.0
2020-04-07,Organic,CD,1.0
2020-03-18,Paid,LT,8.0
2020-05-03,Paid,SD,1.0
2020-04-05,Paid,IT,1.0
2020-05-13,Organic,EG,36.0
2020-04-11,Paid,IR,7.0
2020-04-07,Paid,UA,484.0
2020-04-21,Paid,FR,15.0
2020-03-28,Paid,TR,7.0
2020-05-02,Paid,AM,1.0
2020-05-14,Paid,DE,92.0
2020-04-04,Paid,JP,22.0
2020-03-24,Organic,IE,6.0
2020-05-18,Paid,BD,2.0
2020-04-23,Paid,FR,1.0
2020-04-01,Paid,RU,1.0
2020-04-30,Paid,YE,1.0
2020-04-10,Organic,CZ,29.0
2020-04-18,Paid,FR,46.0
2020-04-03,Paid,JP,10.0
2020-04-30,Paid,BY,354.0
2020-04-21,Paid,MX,3.0
2020-05-16,Organic,ID,45.0
2020-03-28,Paid,UA,1.0
2020-04-27,Organic,VN,75.0
2020-04-21,Paid,PL,57.0
2020-04-04,Organic,BR,54.0
2020-03-25,Paid,US,56.0
2020-03-24,Organic,HK,7.0
2020-04-26,Organic,MR,2.0
2020-05-09,Paid,IN,4.0
2020-03-24,Paid,RU,3955.0
2020-03-24,Paid,NO,1.0
2020-03-22,Paid,UZ,47.0
2020-04-18,Paid,TN,8.0
2020-04-16,Organic,UK,40.0
2020-04-28,Paid,HR,4.0
2020-04-18,Organic,NP,4.0
2020-04-28,Paid,TH,1.0
2020-05-07,Organic,PT,2.0
2020-05-03,Organic,DO,2.0
2020-04-07,Paid,HU,14.0
2020-03-27,Organic,PS,6.0
2020-05-08,Organic,KH,5.0
2020-04-29,Paid,CO,3.0
2020-03-30,Paid,UK,16.0
2020-05-13,Organic,HR,3.0
2020-03-20,Organic,SI,4.0
2020-03-30,Organic,SO,2.0
2020-04-02,Organic,MM,24.0
2020-04-19,Paid,CI,3.0
2020-05-18,Organic,GU,1.0
2020-05-14,Organic,SN,1.0
2020-03-21,Organic,HU,10.0
2020-03-26,Organic,GT,3.0
2020-04-06,Paid,CH,41.0
2020-04-23,Organic,ML,1.0
2020-05-15,Paid,ES,2.0
2020-03-29,Organic,KW,1.0
2020-03-23,Paid,MU,1.0
2020-05-06,Organic,PL,70.0
2020-04-11,Organic,US,210.0
2020-04-10,Paid,HK,3.0
2020-04-04,Paid,TW,125.0
2020-03-28,Organic,PK,8.0
2020-04-10,Organic,NO,12.0
2020-05-13,Organic,KZ,53.0
2020-03-20,Organic,PA,2.0
2020-04-03,Organic,UY,1.0
2020-05-14,Organic,PF,1.0
2020-05-05,Paid,AT,4.0
2020-04-28,Organic,AE,10.0
2020-04-26,Organic,BA,4.0
2020-04-20,Organic,BG,2.0
